number	title	author	language
10610	Letters and Journals of James, Eighth Earl of Elgin	James, Eighth Earl of Elgin	English
10611	An Essay on the Slavery and Commerce of the Human Species, Particularly the African	Thomas Clarkson	English
10612	Supply and Demand	Hubert D. Henderson	English
10613	The Theory of Social Revolutions	Brooks Adams	English
10614	Punch, or the London Charivari, Vol. 153, Sept. 5, 1917	Various	English
10615	An Essay Concerning Humane Understanding, Volume I.	John Locke	English
10616	An Essay Concerning Humane Understanding, Volume II.	John Locke	English
10617	Within the Deep	R. Cadwallader Smith	English
10618	Jesus Says So	Unknown	English
10619	An Englishman's Travels in America	John Benwell	English
1061	Myths and Myth-Makers	John Fiske	English
1067	Personal Memoirs of U. S. Grant, Volume One	Ulysses S. Grant	English
1068	Personal Memoirs of U. S. Grant, Volume Two	Ulysses S. Grant	English
1069	Nana, The Miller's Daughter, Captain Burle, Death of Olivier Becaille	Emile Zola	English
10620	The Works of Francis Beaumont and John Fletcher in Ten Volumes	Beaumont and Fletcher	English
10621	Birthright	T.S. Stribling	English
10622	The Lives of the Poets of Great Britain and Ireland (1753)	Theophilus Cibber	English
10623	Plays	Susan Glaspell	English
10624	Three John Silence Stories	Algernon Blackwood	English
10625	A Concise Dictionary of Middle English	A. L. Mayhew and Walter W. Skeat	English
10626	Atlantic Monthly, Volume 2, Issue 10, August, 1858	Various	English
10627	Beacon Lights of History, Volume VIII	John Lord	English
10628	Andrew Golding	Annie E. Keeling	English
10629	Britain at Bay	Spenser Wilkinson	English
10630	Coming to the King	Frances Ridley Havergal	English
10631	Halleck's New English Literature	Reuben P. Halleck	English
10632	The Healthy Life Cook Book, 2d ed.	Florence Daniel	English
10633	The History of the Rise, Progress and Accomplishment of the	Thomas Clarkson	English
10635	Stories from the Italian Poets: With Lives of the Writers, Vol. 2	Leigh Hunt	English
10636	The Travels of Marco Polo Volume 1	Marco Polo and Rustichello of Pisa	English
10637	The Uprising of a Great People	Count Agenor de Gasparin	English
10638	The Youthful Wanderer	George H. Heffner	English
10639	Phrases for Public Speakers and Paragraphs for Study	Compiled by Grenville Kleiser	English
10640	Beacon Lights of History, Volume IX	John Lord	English
10641	Beacon Lights of History, Volume X	John Lord	English
10642	Towards the Great Peace	Ralph Adams Cram	English
10643	The Worlds Greatest Books	Arthur Mee, J. A. Hammerton, Eds.	English
10644	Beacon Lights of History, Volume XI	John Lord	English
10645	Audio: Go Tell Aunt Rhodie	Roger McGuinn	English
10646	Audio: Roddy McCorley	Roger McGuinn	English
10647	Beacon Lights of History, Volume XII	John Lord	English
10648	Beacon Lights of History, Volume XIII	John Lord	English
10649	Beacon Lights of History, Volume XIV	John Lord	English
10650	Audio: When the Saints Go Marching In	Roger McGuinn	English
10651	Audio: Shenandoah	Roger McGuinn	English
10652	Audio: Spanish is the Loving Tongue	Roger McGuinn	English
10653	Audio: The Squid-Jigging Ground	Roger McGuinn	English
10654	Audio: The St. James Infirmary Blues	Roger McGuinn	English
10655	Autobiography of Sir George Biddell Airy	George Biddell Airy	English
10656	A Collection of Old English Plays, Vol. II	Various	English
10657	"De Bello Gallico" and Other Commentaries	Caius Julius Caesar	English
10658	Hilda Lessways	Arnold Bennett	English
10659	Three More John Silence Stories	Algernon Blackwood	English
10660	Lives of the English Poets	Henry Francis Cary	English
10661	A Selection from the Discourses of Epictetus With the Encheiridion	Epictetus	English
10662	The Night Land	William Hope Hodgson	English
10663	Punch, or the London Charivari, Vol. 153, Sept. 26, 1917	Various	English
10664	Specialiteiten	Multatuli	Dutch
10665	Life, Letters, and Epicurean Philosophy of Ninon de L'Enclos,	Robinson [and] Overton, ed. and translation.	English
10666	The Public vs. M. Gustave Flaubert	Various	English
10667	Snake and Sword	Percival Christopher Wren	English
10669	At Last	Charles Kingsley	English
10670	With Zola in England	Ernest Alfred Vizetelly	English
10671	The Botanic Garden. Part II.	Erasmus Darwin	English
10672	Game and Playe of the Chesse	Caxton	English
10673	The Principal Navigations, Voyages, Traffiques,	Richard Hakluyt	English
10674	How to Use Your Mind	Harry D. Kitson	English
10675	Pebbles on the Shore	Alpha of the Plough (Alfred George Gardiner)	English
10676	The Reign of Greed	Jose Rizal	English
10677	Biographical Memorials of James Oglethorpe	Thaddeus Mason Harris	English
10678	Histoire de la Revolution francaise, IV	Adolphe Thiers	French
10679	The Story of the Other Wise Man	Henry van Dyke	English
10680	La Bretagne. Paysages et Recits.	Eugene Loudun	French
10682	Les chasseurs de chevelures	Captain Mayne-Reid	French
10683	Lettre a l'Empereur Alexandre sur la traite des noirs	William Wilberforce	French
10684	A History of Freedom of Thought	John Bagnell Bury	English
10685	Curiosites Infernales	P. L. Jacob	French
10686	Tine	Herman Bang	Danish
10687	Tartarin de Tarascon	Alphonse Daudet	French (with English)
10688	The Campfire Girls at Camp Keewaydin	Hildegard G. Frey	English
10689	La Cour de Louis XIV	Imbert de Saint-Amand	French
10690	A Desperate Chance	Old Sleuth (Harlan P. Halsey)	English
10691	Select Speeches of Kossuth	Kossuth	English
10692	A Life of Gen. Robert E. Lee	John Esten Cooke	English
10693	A Political Diary 1828-1830, Volume II	Edward Law (Lord Ellenborough)	English
10694	Sea-Power and Other Studies	Admiral Sir Cyprian Bridge	English
10695	Atlantic Monthly, Volume 3, Issue 15, January, 1859	Various	English
10696	The Danger Trail	James Oliver Curwood	English
10697	Discours sur la necessite et les moyens de detruire l'esclavage	M. de Ladebat	French
10698	The Aeroplane Boys on the Wing	John Luther Langworthy	English
10699	Character Writings of the 17th Century	Various	English
10700	The History of England from the First Invasion by the Romans	John Lingard and Hilaire Belloc	English
10701	The History of Rome, Book I	Theodor Mommsen	English
10702	The History of Rome, Book II	Theodor Mommsen	English
10703	The History of Rome, Book III	Theodor Mommsen	English
10704	The History of Rome, Book IV	Theodor Mommsen	English
10705	The History of Rome, Book V	Theodor Mommsen	English
10706	The History of Rome (Volumes 1-5)	Theodor Mommsen	English
10707	A Christmas Mystery	William J. Locke	English
10708	Miscellaneous Essays	Thomas de Quincey	English
10709	Prince Zaleski	M.P. Shiel	English
10710	Problems of Poverty	John A. Hobson	English
10711	Punch, or the London Charivari, Vol. 153, Oct. 3, 1917	Various	English
10712	White Jacket	Herman Melville	English
10713	The Bullitt Mission to Russia	William C. Bullitt	English
10714	The Art of Literature	Arthur Schopenhauer	English
10715	Counsels and Maxims	Arthur Schopenhauer	English
10716	The Epic	Lascelles Abercrombie	English
10717	The Extant Odes of Pindar	Pindar	English
10718	The House of Whispers	William Le Queux	English
10719	The Mirror of Literature, Amusement, and Instruction, Vol. 12,	Various	English
1076	The Wallet of Kai Lung	Ernest Bramah	English
1077	The Mirror of Kong Ho	Ernest Bramah	English
1078	The Scouts of the Valley	Joseph A. Altsheler	English
1079	The Life and Opinions of Tristram Shandy, Gentleman	Laurence Sterne	English
10720	Doctor Pascal	Emile Zola	English
10721	Punch, or the London Charivari, Vol. 153, Oct. 10, 1917	Various	English
10722	Plays	Alexander Ostrovsky	English
10723	Betty's Bright Idea; Deacon Pitkin's Farm; and The First Christmas	Harriet Beecher Stowe	English
10724	The Store Boy	Horatio Alger, Jr.	English
10725	The Centralia Conspiracy	Ralph Chaplin	English
10726	Outlines of Lessons in Botany, Part I; From Seed to Leaf	Jane H. Newell	English
10727	A Set of Rogues	Frank Barrett	English
10728	Christie, the King's Servant	Mrs. O. F. Walton	English
10729	Jack's Ward	Horatio Alger, Jr.	English
10730	The Mirror of Literature, Amusement, and Instruction, Vol. 12,	Various	English
10731	The Essays of Arthur Schopenhauer; The Art of Controversy	Arthur Schopenhauer	English
10732	The Essays of Arthur Schopenhauer; Studies in Pessimism	Arthur Schopenhauer	English
10733	Studies in Civics	James T. McCleary	English
10734	A Collection of Old English Plays, Vol. III	Various	English
10735	Christmas Eve on Lonesome and Other Stories	John Fox, Jr.	English
10736	Children of the Frost	Jack London	English
10737	Book about Animals	Rufus Merrill	English
10738	Mahomet	Gladys M. Draycott	English
10739	The Essays Of Arthur Schopenhauer	Arthur Schopenhauer	English
10740	The Way of Peace	James Allen	English
10741	The Essays Of Arthur Schopenhauer: The Wisdom of Life	Arthur Schopenhauer	English
10742	The Picture Alphabet	Oliver Spafford	English
10743	Moonfleet	J. Meade Falkner	English
10744	Men, Women, and Ghosts	Elizabeth Stuart Phelps	English
10745	The Story of the Champions of the Round Table	Howard Pyle	English
10746	Boule de Suif	Guy de Maupassant	French
10747	Chantecler	Edmond Rostand	English
10748	The World's Greatest Books, Vol III	Arthur Mee and J.A. Hammerton, Eds.	English
10749	The Circus Procession	Unknown	English
10750	The Miracle and Other Poems	Virna Sheard	English
10751	Oregon, Washington and Alaska; Sights and Scenes for the Tourist	E. L. Lomax	English
10752	Thoughts in Heads	Harry Stojan	Bulgarian
10753	Open Source Democracy	Douglas Rushkoff	English
10754	Little Sarah	Unknown	English
10755	The Broken Road	A. E. W. Mason	English
10756	Between Whiles	Helen Hunt Jackson	English
10757	Audio: Pretty Saro	Roger McGuinn	English
10758	Audio: Star-Spangled Banner	Roger McGuinn	English
10759	Audio: Tarrytown	Roger McGuinn	English
10760	A Florida Sketch-Book	Bradford Torrey	English
10761	Essays of Robert Louis Stevenson	Robert Louis Stevenson	English
10762	Impressions of Theophrastus Such	George Eliot	English
10763	It Can Be Done	Joseph Morris	English
10764	Lettres ecrites d'Egypte et de Nubie en 1828 et 1829	Champollion le Jeune [Jean-Francois Champollion]	French
10765	Thrilling Adventures by Land and Sea	James O. Brayman	English
10766	Enquire Within Upon Everything	Anonymous	English
10767	Courage	J. M. Barrie	English
10768	L'egyptologie	Gaston Maspero	French
10769	A Wanderer in Florence	E. V. Lucas	English
10770	The Former Philippines thru Foreign Eyes	Fedor Jagor; Tomas de Comyn; Chas. Wilkes; Rudolf Virchow.	English
10771	Philippine Folklore Stories	John Maurice Miller	English
10772	Inca Land	Hiram Bingham	English
10773	Ancient and Modern Physics	Thomas E. Willson	English
10774	Recits d'un soldat	Amedee Achard	French
10775	Le Horla and Others	Guy de Maupassant	French
10776	The Moving Picture Boys at Panama	Victor Appleton	English
10777	Probable Sons	Amy LeFeuvre	English
10778	The Prose Marmion	Sara D. Jenkins	English
10779	Happy Little Edward	Unknown	English
10780	Only an Incident	Grace Denio Litchfield	English
10781	Deserted	W.W. Jacobs	English
10782	Homeward Bound	W.W. Jacobs	English
10783	Self-Help	W.W. Jacobs	English
10784	Sentence Deferred	W.W. Jacobs	English
10785	Matrimonial Openings	W.W. Jacobs	English
10786	Odd Man Out	W.W. Jacobs	English
10787	The Toll-House	W.W. Jacobs	English
10788	Peter's Pence	W.W. Jacobs	English
10789	The Head of The Family	W.W. Jacobs	English
10790	Prize Money	W.W. Jacobs	English
10791	Double Dealing	W.W. Jacobs	English
10792	Keeping Up Appearances	W.W. Jacobs	English
10793	Sailor's Knots (Entire Collection)	W.W. Jacobs	English
10794	Dahcotah	Mary Eastman	English
10795	Yorkshire--Coast & Moorland Scenes	Gordon Home	English
10796	The Story of the Two Bulls	John R. Bolles	English
10797	The Wits and Beaux of Society	Grace & Philip Wharton	English
10798	Paths of Glory	Irvin S. Cobb	English
10799	Clarissa, Volume 5 (of 9)	Samuel Richardson	English
10800	The Anatomy of Melancholy	Democritus Junior	English
10801	Coleridge's Literary Remains, Volume 4.	Samuel Taylor Coleridge	English
10803	A General History and Collection of Voyages and Travels, Vol. II	Robert Kerr	English
10804	The Fortunate Foundlings	Eliza Fowler Haywood	English
10805	Count The Cost	Jonathan Steadfast	English
10806	The Sword of Welleran and Other Stories	Lord Dunsany	English
10807	The Constitutional History of England From 1760 to 1860	Charles Duke Yonge	English
10808	Consumers' Cooperative Societies in New York State	The Consumers' League of New York	English
10809	Why We Are At War (2nd Edition, revised)	Members of the Oxford Faculty of Modern History	English
10810	The Young Trail Hunters	Samuel Woodworth Cozzens	English
10811	De La Salle Fifth Reader	Brothers of the Christian Schools	English
10812	The Worshipper of the Image	Richard Le Gallienne	English
10813	A Versailles Christmas-Tide	Mary Stuart Boyd	English
10814	Legends, Tales and Poems	Gustavo Adolfo Becquer	English
10815	Messages and Papers of the Presidents: Harrison	James D. Richardson	English
10816	The Giant Hands	Alfred Crowquill	English
10817	Anne Severn and the Fieldings	May Sinclair	English
10818	Sport and Work on the Nepaul Frontier	James Inglis	English
10819	De kleine Johannes	Frederik van Eeden	Dutch
1080	A Modest Proposal	Jonathan Swift	English
1081	Dead Souls	Nikolai Vasilievich Gogol	English
1083	The Arrow of Gold	Joseph Conrad	English
1085	The Life of John Sterling	Thomas Carlyle	English
1088	Rolf In The Woods	Ernest Thompson Seton	English
1089	Moon-Face and Other Stories	Jack London	English
10820	Een liefde	Lodewijk van Deyssel	Dutch
10821	Manfredo	Lord Byron	Spanish
10822	El paraiso de las mujeres	Vicente Blasco Ibanez	Spanish
10823	Reise durch England und Schottland	Johanna Schopenhauer	German
10824	Un tournoi a Romans en 1484	Ulysse Chevalier	French
10825	La Navidad en las Montanas	Ignacio Manuel Altamirano	Spanish
10826	The Book-Bills of Narcissus	Le Gallienne, Richard	English
10827	Discourses on the First Decade of Titus Livius	Niccolo Machiavelli	English
10828	Roman History, Books I-III	Titus Livius	English
10829	Ludvigsbakke	Herman Bang	Danish
10830	Cinderella	Henry W. Hewet	English
10831	The Village in the Mountains; Conversion of Peter Bayssiere; and History of a Bible	Anonymous	English
10832	Carnacki, The Ghost Finder	William Hope Hodgson	English
10833	The Essays of Arthur Schopenhauer; Religion, A Dialogue, Etc.	Arthur Schopenhauer	English
10834	The History of Insects	Unknown	English
10835	Dr. Johnson's Works: Life, Poems, and Tales, Volume 1	Samuel Johnson	English
10837	The Soul of Democracy	Edward Howard Griggs	English
10838	The Mirror of Literature, Amusement, and Instruction, Vol. 13,	Various	English
10839	Sugar and Spice	James Johnson	English
10840	The Explorers of Australia and their Life-work	Ernest Favenc	English
10841	L'archeologie egyptienne	G. Maspero	French
10842	The Life of Captain James Cook	Arthur Kitson	English
10843	The Mental Life of Monkeys and Apes	Robert M. Yerkes	English
10844	A Gentleman from Mississippi	Thomas A. Wise	English
10845	The Mirror of Literature, Amusement, and Instruction, Vol. 12,	Various	English
10846	Seekers after God	Frederic William Farrar	English
10847	The Maids Tragedy	Francis Beaumont and John Fletcher	English
10848	Natalie	Ferna Vale	English
10849	Saved at Sea	Mrs. O.F. Walton	English
10850	Philaster	Francis Beaumont and John Fletcher	English
10851	The Works of Charles and Mary Lamb (Vol. 6)	Charles and Mary Lamb	English
10852	Hardy Ornamental Flowering Trees and Shrubs	A. D. Webster	English
10853	Our Gift	Teachers of the School Street Universalist Sunday School, Boston	English
10854	Atlantic Monthly, Vol. VI.,October, 1860.--No. XXXVI.	Various	English
10855	Is Mars Habitable?	Alfred Russel Wallace	English
10856	A Narrative Of The Siege Of Delhi	Charles John Griffiths	English
